Index,Nameplate kg/d,Technology,Year,Nameplate Capacity [kg/yr],Maximum Utilization [kg/kg],Production?,Lifetime [yr],Scaling Exponent,Capital Cost [$],Capital Cost [$/km],Capital Cost [$/km2],Capital recovery factor,Fixed Operating Cost [fraction of OvernightCapCost/y],Fixed Operating Cost [fraction of OvernightCapCost/km-y],Variable Operating Cost [$/kg],Variable Operating Cost [$/km/kg],Storage [kg],Storage [kg/km],Storage [kg/km2],Storage [kg/km3],Final year of technology availability,Reference,Storage Technology,,%CO2 Sequestration,Aannualized replacement costs % of CapEx,Technology description,Default Size (kg/d)
42,20000,Central Biomass Gasification,2040,7300000,0.9,Central,40,0.78,52989167.71,0,,0.063712463,0.125384603,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
43,24500,Central Biomass Gasification,2040,8942500,0.9,Central,40,0.78,62077361.18,0,,0.063712463,0.1151478,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
44,29000,Central Biomass Gasification,2040,10585000,0.9,Central,40,0.78,70803404.38,0,,0.063712463,0.107464155,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
45,33500,Central Biomass Gasification,2040,12227500,0.9,Central,40,0.78,79235289.88,0,,0.063712463,0.101433993,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
46,38000,Central Biomass Gasification,2040,13870000,0.9,Central,40,0.78,87420826.27,0,,0.063712463,0.096545951,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
47,42500,Central Biomass Gasification,2040,15512500,0.9,Central,40,0.78,95395319.54,0,,0.063712463,0.092485264,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
48,47000,Central Biomass Gasification,2040,17155000,0.9,Central,40,0.78,103185822.6,0,,0.063712463,0.089046278,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
49,51500,Central Biomass Gasification,2040,18797500,0.9,Central,40,0.78,110813670.5,0,,0.063712463,0.086088248,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
50,56000,Central Biomass Gasification,2040,20440000,0.9,Central,40,0.78,118296082.5,0,,0.063712463,0.083511203,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
51,60500,Central Biomass Gasification,2040,22082500,0.9,Central,40,0.78,125647222.8,0,,0.063712463,0.081241939,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
52,65000,Central Biomass Gasification,2040,23725000,0.9,Central,40,0.78,132878929.2,0,,0.063712463,0.079225471,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
53,69500,Central Biomass Gasification,2040,25367500,0.9,Central,40,0.78,140001229.3,0,,0.063712463,0.077419599,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
54,74000,Central Biomass Gasification,2040,27010000,0.9,Central,40,0.78,147022716.6,0,,0.063712463,0.075791328,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
55,78500,Central Biomass Gasification,2040,28652500,0.9,Central,40,0.78,153950829.7,0,,0.063712463,0.074314444,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
56,83000,Central Biomass Gasification,2040,30295000,0.9,Central,40,0.78,160792065.3,0,,0.063712463,0.072967823,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
57,87500,Central Biomass Gasification,2040,31937500,0.9,Central,40,0.78,167552141.5,0,,0.063712463,0.071734233,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
58,92000,Central Biomass Gasification,2040,33580000,0.9,Central,40,0.78,174236126.2,0,,0.063712463,0.070599453,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
59,96500,Central Biomass Gasification,2040,35222500,0.9,Central,40,0.78,180848539.6,0,,0.063712463,0.069551638,0,0.246163385,0,0,,,,,Source: H2A version 3.2018 https://www.nrel.gov/hydrogen/h2a-production-models.html,,,0,0.007600268,"The systems examined are based on the Battelle/FERCO indirectly-heated biomass gasifier, conventional catalytic steam reforming, water gas shift, and pressure swing adsorption purification.  The indirectly-heated biomass gasifier uses hot sand, circulating between the char combustor and the gasifier, to provide the heat necessary for gasification.  Steam is used as the fluidizing gas; no oxygen (as pure oxygen or air) is fed to the gasifier.  The biomass feedstock is assumed to be a woody biomass, represented as hybrid poplar.",154758.06
